Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-05 00:00:00+05:30,680.3022197005025,697.1929909233248,667.0837957157746,688.7848510742188,12234300,0.0,0.0
2024-11-06 00:00:00+05:30,689.2469728959719,698.1023038526447,685.0031401113711,696.3233032226562,6962620,0.0,0.0
2024-11-07 00:00:00+05:30,696.3233118281388,699.578251541837,682.7868438809219,686.2156982421875,4590470,0.0,0.0
2024-11-08 00:00:00+05:30,686.2157035701208,690.8918662981018,679.9046096884491,685.3659057617188,4248400,0.0,0.0
2024-11-11 00:00:00+05:30,681.7930378072579,686.1859147392864,671.0742045669085,673.7228393554688,7623160,0.0,0.0
2024-11-12 00:00:00+05:30,677.7181618894114,679.4921883965568,657.4432439345728,659.7490234375,10572330,0.0,0.0
2024-11-13 00:00:00+05:30,659.4309507931689,666.1146840933884,648.6574026154368,652.5732421875,8673470,0.0,0.0
2024-11-14 00:00:00+05:30,653.1993647207028,659.8732101118493,648.9953255912069,650.8985595703125,5277030,0.0,0.0
2024-11-18 00:00:00+05:30,659.2322018151576,661.6175077220023,651.480048609186,652.76708984375,5965350,0.0,0.0
2024-11-19 00:00:00+05:30,655.390902622179,660.4049463345118,652.0763332271422,655.4853515625,8040460,0.0,0.0
2024-11-21 00:00:00+05:30,657.3438352373082,657.3438352373082,641.1437502422596,642.5997924804688,11010800,0.0,0.0
2024-11-22 00:00:00+05:30,643.0321489831416,668.1173501589124,641.6456846754861,664.2959594726562,9698550,0.0,0.0
2024-11-25 00:00:00+05:30,674.8259895279239,682.0911575081203,662.641165980151,664.4400634765625,11327510,0.0,0.0
2024-11-26 00:00:00+05:30,668.0776074763448,669.8466597168655,656.7922030982386,657.7363891601562,6632780,0.0,0.0
2024-11-27 00:00:00+05:30,660.9217917675545,669.2007238284175,657.1699182341583,666.407958984375,6420100,0.0,0.0
2024-11-28 00:00:00+05:30,667.2825453255184,668.5000085325825,645.5168266744654,646.947998046875,15768820,0.0,0.0
2024-11-29 00:00:00+05:30,647.9021433840127,656.8469494464103,647.0423971795695,653.5572509765625,7096430,0.0,0.0
2024-12-02 00:00:00+05:30,655.4555149510046,662.4125863758068,645.1192702841018,660.9863891601562,9202490,0.0,0.0
2024-12-03 00:00:00+05:30,665.5084845957932,668.1173864237712,659.0135880691056,663.451171875,13136660,0.0,0.0
