Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-19 00:00:00+05:30,1684.1023345300962,1740.2537853416438,1684.1023345300962,1724.5013427734375,3198693,0.0,0.0
2020-05-20 00:00:00+05:30,1725.696688386593,1737.1128573155436,1709.5016454840245,1728.882568359375,2778505,0.0,0.0
2020-05-21 00:00:00+05:30,1722.1560349462447,1768.1745929201422,1717.8639410486783,1762.15673828125,3400908,0.0,0.0
2020-05-22 00:00:00+05:30,1749.6792812904687,1798.26429795416,1735.6524873831672,1787.954345703125,3663418,0.0,0.0
2020-05-26 00:00:00+05:30,1783.2193544459476,1791.1841059050114,1703.57183985531,1719.5013427734375,4575317,0.0,0.0
2020-05-27 00:00:00+05:30,1733.660987259227,1778.7945811082423,1717.952726654913,1774.63525390625,3482160,0.0,0.0
2020-05-28 00:00:00+05:30,1759.7677579625251,1782.3345559650618,1744.5462746782428,1773.7503662109375,3475681,0.0,0.0
2020-05-29 00:00:00+05:30,1754.015347308564,1772.2900495005733,1736.6699093748568,1745.475341796875,7237735,0.0,0.0
2020-06-01 00:00:00+05:30,1761.0952600251344,1823.0433344983803,1753.2189832363338,1809.989990234375,3747773,0.0,0.0
2020-06-02 00:00:00+05:30,1823.2199667668426,1841.6274346010166,1805.387860586746,1811.671142578125,2443886,0.0,0.0
2020-06-03 00:00:00+05:30,1821.1684888771974,1831.7305310039142,1792.8991751074047,1816.1092529296875,3699799,6.0,0.0
2020-06-04 00:00:00+05:30,1816.6415601648375,1863.904862023285,1816.6415601648375,1856.4049072265625,4048593,0.0,0.0
2020-06-05 00:00:00+05:30,1856.4496823924228,1862.1300687562934,1810.9170973345022,1817.9732666015625,3573289,0.0,0.0
2020-06-08 00:00:00+05:30,1844.6002844958596,1859.4671459250935,1830.2660540337583,1838.8310546875,2957841,0.0,0.0
2020-06-09 00:00:00+05:30,1831.1535480645448,1859.9108517945492,1828.6238761201241,1839.0972900390625,2909439,0.0,0.0
2020-06-10 00:00:00+05:30,1843.5354587886343,1892.3076024840693,1840.384528025665,1871.6715087890625,5168397,0.0,0.0
2020-06-11 00:00:00+05:30,1863.9051178319664,1868.342987160138,1829.999839503305,1835.1920166015625,2269513,0.0,0.0
2020-06-12 00:00:00+05:30,1785.088645678345,1818.8164550372564,1784.9111742308164,1810.20703125,2842642,0.0,0.0
2020-06-15 00:00:00+05:30,1809.8517932057591,1827.514534268899,1775.9908295829264,1801.6861572265625,2399022,0.0,0.0
2020-06-16 00:00:00+05:30,1832.8403278224478,1840.7840718611183,1802.6628115290032,1815.7989501953125,2146528,0.0,0.0
2020-06-17 00:00:00+05:30,1815.9761762009034,1827.381587347338,1798.712907405011,1817.5738525390625,2703527,0.0,0.0
2020-06-18 00:00:00+05:30,1815.0886370871308,1827.6921432090196,1797.514630416373,1808.96435546875,1944389,0.0,0.0
2020-06-19 00:00:00+05:30,1812.4257281903795,1855.0292712624355,1803.5499900503678,1814.7333984375,5681758,0.0,0.0
2020-06-22 00:00:00+05:30,1819.5262453435469,1821.5232863445335,1792.1446159548536,1799.9552001953125,3196138,0.0,0.0
2020-06-23 00:00:00+05:30,1799.1123411505594,1814.2010978350977,1784.0235844660208,1806.479248046875,4205944,0.0,0.0
2020-06-24 00:00:00+05:30,1805.3252092595553,1832.1743181976583,1803.1950103522074,1812.603271484375,2560937,0.0,0.0
2020-06-25 00:00:00+05:30,1806.2126663345018,1828.402011129766,1783.3576411953795,1789.4375,3043931,0.0,0.0
2020-06-26 00:00:00+05:30,1797.3373250480192,1892.307741729569,1792.8550330716716,1880.63623046875,6300722,0.0,0.0
2020-06-29 00:00:00+05:30,1871.005442617512,1888.4019745865246,1856.183004508392,1865.3692626953125,3076341,0.0,0.0
2020-06-30 00:00:00+05:30,1863.9046778056502,1874.4667176361008,1841.7597584245643,1848.0614013671875,3071725,0.0,0.0
2020-07-01 00:00:00+05:30,1845.8874961597407,1876.2869038761503,1845.7100247087276,1856.84912109375,2503466,0.0,0.0
2020-07-02 00:00:00+05:30,1865.6802706660242,1921.597424353921,1862.1299751937768,1914.6298828125,3758699,0.0,0.0
2020-07-03 00:00:00+05:30,1920.398666536897,1957.0999241267752,1917.3810027641118,1952.351318359375,4185208,0.0,0.0
2020-07-06 00:00:00+05:30,1957.1004446354054,2014.703903925087,1957.1004446354054,2008.7572021484375,5190366,0.0,0.0
2020-07-07 00:00:00+05:30,2019.2305708732767,2043.8163239361106,1981.1979435535382,2014.703857421875,5630055,0.0,0.0
2020-07-08 00:00:00+05:30,2014.792734623783,2018.6979730710261,1959.4082104460645,1969.4376220703125,2793358,0.0,0.0
2020-07-09 00:00:00+05:30,1978.4022923644632,1992.1596882961137,1944.718905018767,1956.523681640625,3443998,0.0,0.0
2020-07-10 00:00:00+05:30,1957.3223991969019,1996.9082829511008,1931.3608618761857,1972.5,9610320,0.0,0.0
2020-07-13 00:00:00+05:30,1970.414306640625,1992.559234901457,1961.5385665206222,1970.414306640625,2963503,0.0,0.0
2020-07-14 00:00:00+05:30,1961.5382197354477,1987.2778615328812,1921.5973962566716,1927.7659912109375,2976738,0.0,0.0
2020-07-15 00:00:00+05:30,1939.3489442794546,2005.9169858451107,1935.8874927951779,1982.751220703125,5569321,0.0,0.0
2020-07-16 00:00:00+05:30,1996.183307958804,2075.354571064122,1974.9227972099452,1987.954833984375,8582118,5.0,0.0
2020-07-17 00:00:00+05:30,1989.9565646011126,1996.094475179589,1948.1915384311642,1957.7098388671875,4509135,0.0,0.0
2020-07-20 00:00:00+05:30,1957.9322796956685,1980.971922966815,1948.8587614536268,1964.0701904296875,2952646,0.0,0.0
2020-07-21 00:00:00+05:30,1983.7297188166742,1991.42436829836,1958.0656846859717,1979.326416015625,2665286,0.0,0.0
2020-07-22 00:00:00+05:30,1984.6191811218266,1984.6191811218266,1942.9875026898521,1948.9920654296875,2861534,0.0,0.0
2020-07-23 00:00:00+05:30,1948.9921240966146,1948.9921240966146,1924.1288292168147,1931.4232177734375,2265766,0.0,0.0
2020-07-24 00:00:00+05:30,1916.5675654740282,1924.1288670783583,1890.4144444435642,1919.147216796875,3665100,0.0,0.0
2020-07-27 00:00:00+05:30,1925.908301179338,1970.386552938676,1924.5739536265578,1963.0921630859375,4248480,0.0,0.0
2020-07-28 00:00:00+05:30,1970.3860957540724,2063.7904027762743,1970.3860957540724,2054.67236328125,8092319,0.0,0.0
2020-07-29 00:00:00+05:30,2038.8824845932527,2083.36072378595,1998.007026210944,2024.6939697265625,6090431,0.0,0.0
2020-07-30 00:00:00+05:30,2033.456189652419,2097.5939017645383,2021.3137164056286,2027.7630615234375,7098496,0.0,0.0
2020-07-31 00:00:00+05:30,2048.8012833696184,2076.956142360792,2008.1482114546786,2029.4532470703125,4723290,0.0,0.0
2020-08-03 00:00:00+05:30,2037.50402005204,2049.4243208284142,1984.3525136697144,2005.2127685546875,4012337,0.0,0.0
2020-08-04 00:00:00+05:30,2010.3720681636248,2019.0008038966337,1979.326341324793,2001.2540283203125,2927928,0.0,0.0
2020-08-05 00:00:00+05:30,2010.4164620906174,2045.999054340009,2004.189508446974,2009.9716796875,3800641,0.0,0.0
2020-08-06 00:00:00+05:30,2023.7596676235125,2063.3452962869173,2015.175455245584,2053.204345703125,4748047,0.0,0.0
2020-08-07 00:00:00+05:30,2053.115701602063,2070.906998842982,2034.4348394990977,2041.86279296875,3165491,0.0,0.0
2020-08-10 00:00:00+05:30,2062.0108746743035,2068.2378272725437,2024.693680753483,2030.6982421875,2929353,0.0,0.0
2020-08-11 00:00:00+05:30,2030.8760233207365,2056.6733972481575,2024.293332017698,2028.1182861328125,2774423,0.0,0.0
2020-08-12 00:00:00+05:30,2035.6354656272147,2042.7962877103523,1998.4516177769096,2008.0589599609375,3415751,0.0,0.0
2020-08-13 00:00:00+05:30,2021.9807179312356,2045.99896667041,2001.9655106485902,2005.479248046875,2695682,0.0,0.0
2020-08-14 00:00:00+05:30,2025.5395131843454,2029.3646861355924,1986.4876963981358,1994.5380859375,2270405,0.0,0.0
2020-08-17 00:00:00+05:30,2013.085319860636,2019.3122740095641,1991.068589119783,2004.54541015625,2625630,0.0,0.0
