Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-05-19 00:00:00+05:30,570.5534342455256,579.8335097351161,562.8200292632821,574.5060424804688,5902208,0.0,0.0
2020-05-20 00:00:00+05:30,574.4201066153067,578.2868089036671,566.8156130930672,575.3223266601562,5794636,0.0,0.0
2020-05-21 00:00:00+05:30,572.7017137422168,583.8292368989302,571.7565405942183,577.5995483398438,7213225,0.0,0.0
2020-05-22 00:00:00+05:30,580.0053700536926,597.9210705060365,578.7164692313511,594.9136352539062,11867731,0.0,0.0
2020-05-26 00:00:00+05:30,595.4723035989442,601.0145887752245,583.4425600918948,584.7744140625,7099606,0.0,0.0
2020-05-27 00:00:00+05:30,589.5004177086959,609.3924799561697,580.0055229699225,606.1702270507812,8774636,0.0,0.0
2020-05-28 00:00:00+05:30,607.5019752301157,610.0797771052081,592.8944312712586,607.845703125,9440091,0.0,0.0
2020-05-29 00:00:00+05:30,603.1424442628013,610.3714333238881,587.8570398812367,601.8359985351562,28290128,9.5,0.0
2020-06-01 00:00:00+05:30,608.5860154019216,615.4666513657602,602.271527227805,609.2827758789062,12276438,0.0,0.0
2020-06-02 00:00:00+05:30,610.1103088304884,619.8215791213253,607.5409542856125,616.7296142578125,7059304,0.0,0.0
2020-06-03 00:00:00+05:30,618.9939984318112,620.0391656492571,606.1908196267768,611.024658203125,11378568,0.0,0.0
2020-06-04 00:00:00+05:30,611.4167614138114,617.905454200302,607.4974231996202,616.4248046875,10782424,0.0,0.0
2020-06-05 00:00:00+05:30,615.7714987894036,619.865039894145,610.1973083711065,612.7666625976562,7718679,0.0,0.0
2020-06-08 00:00:00+05:30,616.3377287354698,632.1456942829161,613.1586887021496,627.8344116210938,10719105,0.0,0.0
2020-06-09 00:00:00+05:30,627.0940579347492,635.4552907767771,622.7827756545635,625.0037231445312,10078029,0.0,0.0
2020-06-10 00:00:00+05:30,622.7391941295748,626.6149941514957,617.6876140957919,623.4794921875,7263049,0.0,0.0
2020-06-11 00:00:00+05:30,620.1263000696146,621.3456707998107,609.8924741906567,613.1150512695312,8825715,0.0,0.0
2020-06-12 00:00:00+05:30,588.5974457088618,605.4506305790543,588.3361671473426,602.7506103515625,9795316,0.0,0.0
2020-06-15 00:00:00+05:30,603.5780633492647,613.5070743997325,596.8280922223429,598.831298828125,7857344,0.0,0.0
2020-06-16 00:00:00+05:30,611.4167312749723,620.1263713216243,608.9345051254461,610.719970703125,10131760,0.0,0.0
2020-06-17 00:00:00+05:30,609.5877059023746,618.645699324969,607.9328530900798,612.8538208007812,7291916,0.0,0.0
2020-06-18 00:00:00+05:30,616.816744335482,624.1328103826534,614.9006128138086,621.78125,6670195,0.0,0.0
2020-06-19 00:00:00+05:30,617.513442224564,620.0392589501816,610.545730605669,614.5086059570312,22438862,0.0,0.0
2020-06-22 00:00:00+05:30,615.8586457152566,617.2522200620031,609.6748223523107,612.8973999023438,7804096,0.0,0.0
2020-06-23 00:00:00+05:30,605.9296552195193,631.0134073648719,602.794152976711,627.6602172851562,12157390,0.0,0.0
2020-06-24 00:00:00+05:30,624.3939908640451,633.0165008836472,617.8617621403708,621.9988403320312,10220838,0.0,0.0
2020-06-25 00:00:00+05:30,613.8989013023541,614.5521242461359,604.0134820168909,610.1102294921875,14945284,0.0,0.0
2020-06-26 00:00:00+05:30,618.5585836035233,654.6164578202712,618.3843801884879,651.6552124023438,26030458,0.0,0.0
2020-06-29 00:00:00+05:30,640.5069205927532,648.6068748286409,635.8907690545501,637.327880859375,8954428,0.0,0.0
2020-06-30 00:00:00+05:30,638.2424040696302,643.5988538956462,630.7956725540013,640.9859619140625,10411290,0.0,0.0
2020-07-01 00:00:00+05:30,642.118131668814,646.516488707229,635.5859024554995,637.45849609375,5477468,0.0,0.0
2020-07-02 00:00:00+05:30,642.205257180301,666.6793764486785,640.5069199791261,658.9713134765625,17263756,0.0,0.0
2020-07-03 00:00:00+05:30,657.5776865811566,665.4163609907333,655.4002770229408,664.2841186523438,7796572,0.0,0.0
2020-07-06 00:00:00+05:30,666.461732481577,674.9971699340181,663.2391547158126,665.4165649414062,8810958,0.0,0.0
2020-07-07 00:00:00+05:30,670.119668150633,694.1147137596291,666.7664251287603,691.676025390625,19362533,0.0,0.0
2020-07-08 00:00:00+05:30,683.6194980017436,683.6194980017436,672.5582472697566,674.7356567382812,8476642,0.0,0.0
2020-07-09 00:00:00+05:30,679.3518702078873,688.0615095695268,674.9970505270675,680.83251953125,6854166,0.0,0.0
2020-07-10 00:00:00+05:30,673.6905467519866,687.9743753418453,673.6905467519866,680.9630737304688,5206452,0.0,0.0
2020-07-13 00:00:00+05:30,686.3196297197912,701.4308338058166,684.6212392935491,694.2018432617188,10804688,0.0,0.0
2020-07-14 00:00:00+05:30,690.6308558322335,702.3453312701514,680.5276423938313,682.1824951171875,8961822,0.0,0.0
2020-07-15 00:00:00+05:30,695.9001702256123,738.9693465867283,692.2421111394763,723.7274780273438,30060599,0.0,0.0
2020-07-16 00:00:00+05:30,783.9545922570675,832.2060140197285,778.8594746594895,793.4481201171875,90432109,0.0,0.0
2020-07-17 00:00:00+05:30,793.4481294784624,801.1997296141931,777.030480884196,786.611083984375,31682878,0.0,0.0
2020-07-20 00:00:00+05:30,791.2706593684916,823.0608399595206,789.7464726278258,813.7415161132812,18421053,0.0,0.0
2020-07-21 00:00:00+05:30,823.0609409402522,827.154482177871,809.2997210251989,815.87548828125,12877784,0.0,0.0
2020-07-22 00:00:00+05:30,817.791605079048,817.8351426443229,792.5771882921554,799.4578247070312,14354201,0.0,0.0
2020-07-23 00:00:00+05:30,797.4981812549976,797.6287939549853,784.4337216908973,790.791748046875,13051307,0.0,0.0
2020-07-24 00:00:00+05:30,786.6982309129633,806.294920860975,786.6982309129633,803.7691040039062,18209580,0.0,0.0
2020-07-27 00:00:00+05:30,802.6367250088961,829.854345310317,800.110961740573,826.065673828125,16827870,0.0,0.0
2020-07-28 00:00:00+05:30,823.9318239474359,842.7010847807401,819.7512079884654,838.6075439453125,15818463,0.0,0.0
2020-07-29 00:00:00+05:30,830.2463236418263,836.1253298674569,821.841500885121,831.0302124023438,11152710,0.0,0.0
2020-07-30 00:00:00+05:30,837.867264137642,847.1430508515814,835.0366314885284,837.3882446289062,12492320,0.0,0.0
2020-07-31 00:00:00+05:30,844.1817067148276,859.1622954797979,830.2898227560408,841.35107421875,12704346,0.0,0.0
2020-08-03 00:00:00+05:30,836.1253819879639,840.8286085254143,825.1947951782345,833.4254150390625,8479792,0.0,0.0
2020-08-04 00:00:00+05:30,836.5172833598572,845.4446632812084,819.1850805902475,827.2850341796875,11133170,0.0,0.0
2020-08-05 00:00:00+05:30,829.1575860263284,836.9527231234798,817.225370637554,822.799560546875,9614176,0.0,0.0
2020-08-06 00:00:00+05:30,830.463874554692,848.6670368548389,820.8832740092263,845.5750732421875,10976491,0.0,0.0
2020-08-07 00:00:00+05:30,844.3558922763157,844.3558922763157,826.5446713915798,828.1995239257812,8010948,0.0,0.0
2020-08-10 00:00:00+05:30,826.457672654504,833.3382556244732,823.3221706935072,828.5914916992188,5716319,0.0,0.0
2020-08-11 00:00:00+05:30,827.3285820419939,837.8672233589381,824.0188768858094,826.065673828125,6802442,0.0,0.0
2020-08-12 00:00:00+05:30,825.6737799887651,835.0801795086522,820.6221999835866,831.7269897460938,6908726,0.0,0.0
2020-08-13 00:00:00+05:30,831.5962639906402,843.5284792332567,825.891461469216,828.4608154296875,5097703,0.0,0.0
2020-08-14 00:00:00+05:30,832.5108162210366,838.7382293224521,829.201164058086,830.5511474609375,4663873,0.0,0.0
2020-08-17 00:00:00+05:30,830.9866992965691,846.9689199798568,830.9866992965691,833.947998046875,9008210,0.0,0.0
2020-08-18 00:00:00+05:30,839.5221245003936,844.1382225386565,834.9931015883664,842.7011108398438,6141761,0.0,0.0
2020-08-19 00:00:00+05:30,845.6188377288921,846.1849323454503,833.9043631136369,835.515625,6622744,0.0,0.0
2020-08-20 00:00:00+05:30,835.1672986824275,840.915639115358,828.5479411966406,831.9011840820312,5656501,0.0,0.0
2020-08-21 00:00:00+05:30,838.7818420617455,839.1302489140896,824.4109365330139,826.37060546875,6513773,0.0,0.0
2020-08-24 00:00:00+05:30,824.8027772734822,829.1575965832683,818.009269782099,825.1511840820312,5798574,0.0,0.0
2020-08-25 00:00:00+05:30,825.2382903714615,826.2399201143072,813.1318709692636,817.0512084960938,6233918,0.0,0.0
2020-08-26 00:00:00+05:30,819.7947929558187,831.1173239607862,817.3125670377282,828.1124877929688,5153601,0.0,0.0
