Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-10-10 00:00:00+05:30,400.45001220703125,403.8500061035156,399.5,402.79998779296875,15085738,0.0,0.0
2025-10-13 00:00:00+05:30,400.0,400.95001220703125,398.54998779296875,399.25,9508594,0.0,0.0
2025-10-14 00:00:00+05:30,400.0,400.8500061035156,396.20001220703125,396.79998779296875,10291102,0.0,0.0
2025-10-15 00:00:00+05:30,398.0,400.8500061035156,397.25,399.8999938964844,16043867,0.0,0.0
2025-10-16 00:00:00+05:30,401.0,406.0,399.54998779296875,405.1499938964844,22962049,0.0,0.0
2025-10-17 00:00:00+05:30,405.3500061035156,413.8500061035156,405.25,412.1499938964844,21071344,0.0,0.0
2025-10-20 00:00:00+05:30,412.54998779296875,414.8500061035156,411.29998779296875,413.04998779296875,13083621,0.0,0.0
2025-10-21 00:00:00+05:30,413.5,413.95001220703125,412.3500061035156,412.8500061035156,1142130,0.0,0.0
2025-10-23 00:00:00+05:30,416.0,420.45001220703125,413.54998779296875,415.95001220703125,24305990,0.0,0.0
2025-10-24 00:00:00+05:30,415.95001220703125,417.95001220703125,413.45001220703125,416.79998779296875,14935678,0.0,0.0
2025-10-27 00:00:00+05:30,417.0,422.70001220703125,416.6000061035156,420.6499938964844,11603679,0.0,0.0
2025-10-28 00:00:00+05:30,420.5,421.6499938964844,415.8999938964844,417.8999938964844,17163147,0.0,0.0
2025-10-29 00:00:00+05:30,418.20001220703125,422.20001220703125,416.04998779296875,421.6000061035156,11470661,0.0,0.0
2025-10-30 00:00:00+05:30,421.6000061035156,421.70001220703125,416.1499938964844,418.75,12938674,0.0,0.0
2025-10-31 00:00:00+05:30,420.5,426.3999938964844,418.20001220703125,420.3500061035156,18599864,0.0,0.0
2025-11-03 00:00:00+05:30,419.95001220703125,421.6499938964844,413.29998779296875,413.95001220703125,7635440,0.0,0.0
2025-11-04 00:00:00+05:30,414.0,414.5,408.3500061035156,408.8999938964844,10085404,0.0,0.0
2025-11-05 00:00:00+05:30,408.8999938964844,408.8999938964844,408.8999938964844,408.8999938964844,0,0.0,0.0
2025-11-06 00:00:00+05:30,410.0,413.29998779296875,406.54998779296875,407.5,10095563,0.0,0.0
2025-11-07 00:00:00+05:30,406.04998779296875,409.1000061035156,403.1000061035156,404.04998779296875,8411611,0.0,0.0
